,ID,Field,StarID,Type,Subtype,RA,DECL,ID_OGLE_II,ID_MACHO,ID_ASAS,ID_GCVS,ID_OTHER,I,V,P_1,dP_1,T0_1,A_1,R21_1,phi21_1,R31_1,phi31_1,P_2,dP_2,T0_2,A_2,R21_2,phi21_2,R31_2,phi31_2,P_3,dP_3,T0_3,A_3,R21_3,phi21_3,R31_3,phi31_3,Remarks
888,OGLE-BLG-LPV-061602,BLG194.7,10964.0,LPV,Mira,17.838335999999998,-29.538390000000003,BUL_SC5_187390,-99.99,-99.99,-99.99,      ,15.642000000000001,-99.99,330.3,-99.99,-99.99,1.827,-99.99,-99.99,-99.99,-99.99,274.3,-99.99,-99.99,0.19399999999999998,-99.99,-99.99,-99.99,-99.99,237.2,-99.99,-99.99,0.15,-99.99,-99.99,-99.99,-99.99,
889,OGLE-BLG-LPV-061604,BLG194.8,91187.0,LPV,OSARG,17.838342,-29.59869,BUL_SC5_179922,-99.99,-99.99,-99.99,      ,14.857000000000001,19.452,16.29,-99.99,-99.99,0.01,-99.99,-99.99,-99.99,-99.99,21.055,-99.99,-99.99,0.006,-99.99,-99.99,-99.99,-99.99,16.414,-99.99,-99.99,0.006,-99.99,-99.99,-99.99,-99.99,
890,OGLE-BLG-LPV-061612,BLG194.7,41885.0,LPV,OSARG,17.838353,-29.48958,BUL_SC5_194561,-99.99,-99.99,-99.99,      ,15.327,-99.99,66.35,-99.99,-99.99,0.08900000000000001,-99.99,-99.99,-99.99,-99.99,1071.0,-99.99,-99.99,0.062,-99.99,-99.99,-99.99,-99.99,719.9,-99.99,-99.99,0.073,-99.99,-99.99,-99.99,-99.99,
891,OGLE-BLG-LPV-061625,BLG194.6,34555.0,LPV,Mira,17.838375,-29.34142,-99.99,-99.99,-99.99,-99.99,      ,14.126,-99.99,242.6,-99.99,-99.99,1.867,-99.99,-99.99,-99.99,-99.99,185.36,-99.99,-99.99,0.209,-99.99,-99.99,-99.99,-99.99,313.1,-99.99,-99.99,0.154,-99.99,-99.99,-99.99,-99.99,
892,OGLE-BLG-LPV-061627,BLG194.6,7993.0,LPV,SRV,17.838378,-29.394779999999997,-99.99,-99.99,-99.99,-99.99,      ,14.319,19.658,56.69,-99.99,-99.99,0.057999999999999996,-99.99,-99.99,-99.99,-99.99,92.7,-99.99,-99.99,0.10099999999999999,-99.99,-99.99,-99.99,-99.99,111.77,-99.99,-99.99,0.08,-99.99,-99.99,-99.99,-99.99,
893,OGLE-BLG-LPV-061638,BLG194.8,131416.0,LPV,OSARG,17.8384,-29.56267,BUL_SC5_187329,-99.99,-99.99,-99.99,      ,15.225,21.498,33.986999999999995,-99.99,-99.99,0.019,-99.99,-99.99,-99.99,-99.99,35.308,-99.99,-99.99,0.04,-99.99,-99.99,-99.99,-99.99,45.165,-99.99,-99.99,0.026000000000000002,-99.99,-99.99,-99.99,-99.99,
894,OGLE-BLG-LPV-061674,BLG194.8,131373.0,LPV,OSARG,17.838458,-29.592440000000003,BUL_SC5_187202,-99.99,-99.99,-99.99,      ,14.505999999999998,19.942,21.271,-99.99,-99.99,0.025,-99.99,-99.99,-99.99,-99.99,106.8,-99.99,-99.99,0.021,-99.99,-99.99,-99.99,-99.99,16.12,-99.99,-99.99,0.015,-99.99,-99.99,-99.99,-99.99,
895,OGLE-BLG-LPV-061702,BLG194.7,41948.0,LPV,OSARG,17.838486,-29.4925,BUL_SC5_194557,-99.99,-99.99,-99.99,      ,15.85,-99.99,19.512999999999998,-99.99,-99.99,0.018000000000000002,-99.99,-99.99,-99.99,-99.99,124.67,-99.99,-99.99,0.015,-99.99,-99.99,-99.99,-99.99,178.0,-99.99,-99.99,0.01,-99.99,-99.99,-99.99,-99.99,
896,OGLE-BLG-LPV-061708,BLG194.7,10908.0,LPV,OSARG,17.8385,-29.54617,BUL_SC5_187374,-99.99,-99.99,-99.99,      ,15.45,21.188000000000002,17.362000000000002,-99.99,-99.99,0.011000000000000001,-99.99,-99.99,-99.99,-99.99,34.51,-99.99,-99.99,0.013000000000000001,-99.99,-99.99,-99.99,-99.99,18.048,-99.99,-99.99,0.009000000000000001,-99.99,-99.99,-99.99,-99.99,
897,OGLE-BLG-LPV-061709,BLG194.5,4207.0,LPV,OSARG,17.8385,-29.2295,-99.99,-99.99,-99.99,-99.99,      ,15.622,-99.99,56.16,-99.99,-99.99,0.028999999999999998,-99.99,-99.99,-99.99,-99.99,284.3,-99.99,-99.99,0.054000000000000006,-99.99,-99.99,-99.99,-99.99,170.82,-99.99,-99.99,0.037000000000000005,-99.99,-99.99,-99.99,-99.99,
898,OGLE-BLG-LPV-061713,BLG194.7,10967.0,LPV,Mira,17.838503,-29.559109999999997,BUL_SC5_187341,-99.99,-99.99,-99.99,      ,15.720999999999998,-99.99,276.5,-99.99,-99.99,1.631,-99.99,-99.99,-99.99,-99.99,398.4,-99.99,-99.99,0.193,-99.99,-99.99,-99.99,-99.99,257.3,-99.99,-99.99,0.134,-99.99,-99.99,-99.99,-99.99,
899,OGLE-BLG-LPV-061739,BLG194.7,72061.0,LPV,OSARG,17.838542,-29.47008,-99.99,-99.99,-99.99,-99.99,      ,14.65,20.448,474.0,-99.99,-99.99,0.046,-99.99,-99.99,-99.99,-99.99,28.526999999999997,-99.99,-99.99,0.03,-99.99,-99.99,-99.99,-99.99,57.57,-99.99,-99.99,0.037000000000000005,-99.99,-99.99,-99.99,-99.99,
900,OGLE-BLG-LPV-061746,BLG194.5,21346.0,LPV,OSARG,17.838558,-29.18706,-99.99,-99.99,-99.99,-99.99,      ,17.125999999999998,-99.99,246.9,-99.99,-99.99,0.122,-99.99,-99.99,-99.99,-99.99,35.203,-99.99,-99.99,0.028999999999999998,-99.99,-99.99,-99.99,-99.99,113.88,-99.99,-99.99,0.03,-99.99,-99.99,-99.99,-99.99,
901,OGLE-BLG-LPV-061747,BLG194.7,72134.0,LPV,OSARG,17.838561,-29.470579999999998,-99.99,-99.99,-99.99,-99.99,      ,15.355,-99.99,31.473000000000003,-99.99,-99.99,0.07,-99.99,-99.99,-99.99,-99.99,2000.0,-99.99,-99.99,0.057,-99.99,-99.99,-99.99,-99.99,31.898000000000003,-99.99,-99.99,0.034,-99.99,-99.99,-99.99,-99.99,
902,OGLE-BLG-LPV-061755,BLG194.7,72025.0,LPV,OSARG,17.838572,-29.447470000000003,-99.99,-99.99,-99.99,-99.99,      ,14.435,19.695,42.318999999999996,-99.99,-99.99,0.035,-99.99,-99.99,-99.99,-99.99,96.15,-99.99,-99.99,0.026000000000000002,-99.99,-99.99,-99.99,-99.99,40.095,-99.99,-99.99,0.021,-99.99,-99.99,-99.99,-99.99,
903,OGLE-BLG-LPV-061758,BLG194.7,99999.0,LPV,OSARG,17.838581,-29.43597,-99.99,-99.99,-99.99,-99.99,      ,15.719000000000001,-99.99,19.054000000000002,-99.99,-99.99,0.024,-99.99,-99.99,-99.99,-99.99,18.413,-99.99,-99.99,0.025,-99.99,-99.99,-99.99,-99.99,14.75,-99.99,-99.99,0.016,-99.99,-99.99,-99.99,-99.99,
904,OGLE-BLG-RRLYR-04020,BLG194.5,40117.0,RRLyr,RRab,17.838592000000002,-29.176190000000002,-99.99,-99.99,-99.99,-99.99,-99.99,21.1,-99.99,0.53681424,2.7000000000000004e-06,5000.53464,0.682,0.599,4.154,0.425,2.312,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
905,OGLE-BLG-LPV-061781,BLG194.7,10972.0,LPV,OSARG,17.838625,-29.546440000000004,BUL_SC5_187373,-99.99,-99.99,-99.99,      ,15.692,-99.99,15.593,-99.99,-99.99,0.009000000000000001,-99.99,-99.99,-99.99,-99.99,130.57,-99.99,-99.99,0.011000000000000001,-99.99,-99.99,-99.99,-99.99,275.3,-99.99,-99.99,0.009000000000000001,-99.99,-99.99,-99.99,-99.99,
906,OGLE-BLG-LPV-061806,BLG194.7,10973.0,LPV,OSARG,17.838672,-29.538079999999997,BUL_SC5_187392,-99.99,-99.99,-99.99,      ,15.834000000000001,21.586,13.702,-99.99,-99.99,0.008,-99.99,-99.99,-99.99,-99.99,203.4,-99.99,-99.99,0.006999999999999999,-99.99,-99.99,-99.99,-99.99,13.126,-99.99,-99.99,0.005,-99.99,-99.99,-99.99,-99.99,
907,OGLE-BLG-LPV-061807,BLG194.6,34557.0,LPV,Mira,17.838672,-29.33628,-99.99,-99.99,-99.99,-99.99,      ,14.587,-99.99,321.2,-99.99,-99.99,2.2319999999999998,-99.99,-99.99,-99.99,-99.99,232.2,-99.99,-99.99,0.27399999999999997,-99.99,-99.99,-99.99,-99.99,294.9,-99.99,-99.99,0.174,-99.99,-99.99,-99.99,-99.99,
908,OGLE-BLG-LPV-061830,BLG194.7,72141.0,LPV,OSARG,17.838714000000003,-29.46136,-99.99,-99.99,-99.99,-99.99,      ,15.81,-99.99,25.266,-99.99,-99.99,0.02,-99.99,-99.99,-99.99,-99.99,53.78,-99.99,-99.99,0.027000000000000003,-99.99,-99.99,-99.99,-99.99,35.028,-99.99,-99.99,0.022000000000000002,-99.99,-99.99,-99.99,-99.99,
909,OGLE-BLG-LPV-061841,BLG194.7,72065.0,LPV,OSARG,17.838732999999998,-29.45311,-99.99,-99.99,-99.99,-99.99,      ,15.032,-99.99,50.5,-99.99,-99.99,0.027999999999999997,-99.99,-99.99,-99.99,-99.99,36.168,-99.99,-99.99,0.064,-99.99,-99.99,-99.99,-99.99,184.74,-99.99,-99.99,0.054000000000000006,-99.99,-99.99,-99.99,-99.99,
910,OGLE-BLG-LPV-061851,BLG194.7,10912.0,LPV,OSARG,17.83875,-29.537440000000004,BUL_SC5_187395,-99.99,-99.99,-99.99,      ,15.489,20.958000000000002,15.475999999999999,-99.99,-99.99,0.008,-99.99,-99.99,-99.99,-99.99,157.04,-99.99,-99.99,0.008,-99.99,-99.99,-99.99,-99.99,204.7,-99.99,-99.99,0.011000000000000001,-99.99,-99.99,-99.99,-99.99,
911,OGLE-BLG-LPV-061855,BLG194.7,99934.0,LPV,OSARG,17.838753,-29.43964,-99.99,-99.99,-99.99,-99.99,      ,15.390999999999998,-99.99,27.305,-99.99,-99.99,0.02,-99.99,-99.99,-99.99,-99.99,204.9,-99.99,-99.99,0.027999999999999997,-99.99,-99.99,-99.99,-99.99,38.49,-99.99,-99.99,0.022000000000000002,-99.99,-99.99,-99.99,-99.99,
912,OGLE-BLG-LPV-061864,BLG194.7,99935.0,LPV,OSARG,17.838767,-29.421640000000004,-99.99,-99.99,-99.99,-99.99,      ,14.989,20.149,18.67,-99.99,-99.99,0.012,-99.99,-99.99,-99.99,-99.99,19.053,-99.99,-99.99,0.017,-99.99,-99.99,-99.99,-99.99,24.029,-99.99,-99.99,0.013999999999999999,-99.99,-99.99,-99.99,-99.99,
913,OGLE-BLG-LPV-061870,BLG194.5,38918.0,LPV,OSARG,17.838772,-29.171640000000004,-99.99,-99.99,-99.99,-99.99,      ,16.753,-99.99,37.281,-99.99,-99.99,0.019,-99.99,-99.99,-99.99,-99.99,34.507,-99.99,-99.99,0.024,-99.99,-99.99,-99.99,-99.99,341.8,-99.99,-99.99,0.033,-99.99,-99.99,-99.99,-99.99,
914,OGLE-BLG-LPV-061876,BLG194.7,72067.0,LPV,OSARG,17.838783,-29.481,BUL_SC5_194586,-99.99,-99.99,-99.99,      ,15.325,21.021,15.102,-99.99,-99.99,0.004,-99.99,-99.99,-99.99,-99.99,85.03,-99.99,-99.99,0.006,-99.99,-99.99,-99.99,-99.99,294.0,-99.99,-99.99,0.006,-99.99,-99.99,-99.99,-99.99,
915,OGLE-BLG-LPV-061877,BLG194.5,21351.0,LPV,SRV,17.838783,-29.1875,-99.99,-99.99,-99.99,-99.99,      ,16.794,-99.99,73.96,-99.99,-99.99,0.18,-99.99,-99.99,-99.99,-99.99,113.47,-99.99,-99.99,0.071,-99.99,-99.99,-99.99,-99.99,51.74,-99.99,-99.99,0.047,-99.99,-99.99,-99.99,-99.99,
916,OGLE-BLG-LPV-061883,BLG194.7,10976.0,LPV,SRV,17.838794,-29.531,BUL_SC5_194478,-99.99,-99.99,-99.99,      ,15.642999999999999,-99.99,74.36,-99.99,-99.99,0.084,-99.99,-99.99,-99.99,-99.99,71.98,-99.99,-99.99,0.071,-99.99,-99.99,-99.99,-99.99,108.72,-99.99,-99.99,0.05,-99.99,-99.99,-99.99,-99.99,
917,OGLE-BLG-LPV-061884,BLG194.7,100003.0,LPV,OSARG,17.838797,-29.40883,-99.99,-99.99,-99.99,-99.99,      ,15.284,-99.99,33.599000000000004,-99.99,-99.99,0.02,-99.99,-99.99,-99.99,-99.99,573.1,-99.99,-99.99,0.028999999999999998,-99.99,-99.99,-99.99,-99.99,4.2351,-99.99,-99.99,0.018000000000000002,-99.99,-99.99,-99.99,-99.99,
918,OGLE-BLG-LPV-061893,BLG194.6,34639.0,LPV,OSARG,17.838808,-29.356,-99.99,-99.99,-99.99,-99.99,      ,15.718,-99.99,20.393,-99.99,-99.99,0.031,-99.99,-99.99,-99.99,-99.99,38.234,-99.99,-99.99,0.025,-99.99,-99.99,-99.99,-99.99,160.41,-99.99,-99.99,0.022000000000000002,-99.99,-99.99,-99.99,-99.99,
919,OGLE-BLG-LPV-061894,BLG194.5,21352.0,LPV,SRV,17.838808,-29.19142,-99.99,-99.99,-99.99,-99.99,      ,16.854,20.206,112.36,-99.99,-99.99,0.07,-99.99,-99.99,-99.99,-99.99,221.3,-99.99,-99.99,0.08199999999999999,-99.99,-99.99,-99.99,-99.99,236.6,-99.99,-99.99,0.07400000000000001,-99.99,-99.99,-99.99,-99.99,
920,OGLE-BLG-LPV-061899,BLG194.8,91152.0,LPV,SRV,17.838814000000003,-29.606440000000003,BUL_SC5_179911,-99.99,-99.99,-99.99,      ,14.689,21.035999999999998,61.34,-99.99,-99.99,0.10099999999999999,-99.99,-99.99,-99.99,-99.99,53.58,-99.99,-99.99,0.068,-99.99,-99.99,-99.99,-99.99,59.36,-99.99,-99.99,0.053,-99.99,-99.99,-99.99,-99.99,
921,OGLE-BLG-LPV-061904,BLG194.7,100004.0,LPV,OSARG,17.838819,-29.440309999999997,-99.99,-99.99,-99.99,-99.99,      ,15.905999999999999,-99.99,20.655,-99.99,-99.99,0.016,-99.99,-99.99,-99.99,-99.99,19.787,-99.99,-99.99,0.013000000000000001,-99.99,-99.99,-99.99,-99.99,358.6,-99.99,-99.99,0.019,-99.99,-99.99,-99.99,-99.99,
922,OGLE-BLG-LPV-061922,BLG194.7,41890.0,LPV,OSARG,17.838842,-29.485390000000002,BUL_SC5_194463,-99.99,-99.99,-99.99,      ,14.887,20.838,24.84,-99.99,-99.99,0.02,-99.99,-99.99,-99.99,-99.99,33.34,-99.99,-99.99,0.019,-99.99,-99.99,-99.99,-99.99,47.98,-99.99,-99.99,0.013000000000000001,-99.99,-99.99,-99.99,-99.99,
923,OGLE-BLG-LPV-061944,BLG194.8,131515.0,LPV,OSARG,17.838892,-29.559690000000003,BUL_SC5_187618,-99.99,-99.99,-99.99,      ,16.229,-99.99,34.046,-99.99,-99.99,0.055999999999999994,-99.99,-99.99,-99.99,-99.99,24.328000000000003,-99.99,-99.99,0.046,-99.99,-99.99,-99.99,-99.99,47.201,-99.99,-99.99,0.045,-99.99,-99.99,-99.99,-99.99,
924,OGLE-BLG-LPV-061945,BLG194.5,39235.0,LPV,Mira,17.838892,-29.17128,-99.99,-99.99,-99.99,-99.99,      ,18.964000000000002,-99.99,99.99,-99.99,-99.99,0.9740000000000001,-99.99,-99.99,-99.99,-99.99,90.61,-99.99,-99.99,0.201,-99.99,-99.99,-99.99,-99.99,51.04,-99.99,-99.99,0.185,-99.99,-99.99,-99.99,-99.99,
925,OGLE-BLG-LPV-061948,BLG194.7,72070.0,LPV,SRV,17.838897,-29.4695,-99.99,-99.99,-99.99,-99.99,      ,15.068,-99.99,96.15,-99.99,-99.99,0.159,-99.99,-99.99,-99.99,-99.99,233.9,-99.99,-99.99,0.191,-99.99,-99.99,-99.99,-99.99,184.54,-99.99,-99.99,0.115,-99.99,-99.99,-99.99,-99.99,
926,OGLE-BLG-LPV-061963,BLG194.6,34591.0,LPV,OSARG,17.838931,-29.35925,-99.99,-99.99,-99.99,-99.99,      ,15.502,-99.99,52.42,-99.99,-99.99,0.07,-99.99,-99.99,-99.99,-99.99,48.288000000000004,-99.99,-99.99,0.048,-99.99,-99.99,-99.99,-99.99,174.89,-99.99,-99.99,0.068,-99.99,-99.99,-99.99,-99.99,
927,OGLE-BLG-LPV-061966,BLG194.7,41960.0,LPV,OSARG,17.838932999999997,-29.519109999999998,BUL_SC5_194671,-99.99,-99.99,-99.99,      ,15.85,-99.99,22.057,-99.99,-99.99,0.032,-99.99,-99.99,-99.99,-99.99,177.97,-99.99,-99.99,0.033,-99.99,-99.99,-99.99,-99.99,22.219,-99.99,-99.99,0.016,-99.99,-99.99,-99.99,-99.99,
928,OGLE-BLG-RRLYR-04029,BLG194.8,92614.0,RRLyr,RRab,17.838939,-29.61022,BUL_SC5_183604,-99.99,-99.99,-99.99,-99.99,17.858,20.699,0.51077543,6.9e-07,5000.417329999999,0.618,0.496,4.265,0.365,2.312,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
929,OGLE-BLG-LPV-061969,BLG194.7,99938.0,LPV,OSARG,17.838939,-29.43303,-99.99,-99.99,-99.99,-99.99,      ,14.929,20.378,21.108,-99.99,-99.99,0.024,-99.99,-99.99,-99.99,-99.99,28.02,-99.99,-99.99,0.019,-99.99,-99.99,-99.99,-99.99,323.9,-99.99,-99.99,0.013999999999999999,-99.99,-99.99,-99.99,-99.99,
930,OGLE-BLG-LPV-061971,BLG194.8,131376.0,LPV,OSARG,17.838944,-29.57511,BUL_SC5_187228,-99.99,-99.99,-99.99,      ,14.44,19.801,48.751999999999995,-99.99,-99.99,0.027999999999999997,-99.99,-99.99,-99.99,-99.99,368.5,-99.99,-99.99,0.035,-99.99,-99.99,-99.99,-99.99,152.18,-99.99,-99.99,0.02,-99.99,-99.99,-99.99,-99.99,
931,OGLE-BLG-LPV-061981,BLG194.5,38926.0,LPV,SRV,17.838960999999998,-29.14422,-99.99,-99.99,-99.99,-99.99,      ,17.026,-99.99,105.81,-99.99,-99.99,0.131,-99.99,-99.99,-99.99,-99.99,194.21,-99.99,-99.99,0.17600000000000002,-99.99,-99.99,-99.99,-99.99,101.56,-99.99,-99.99,0.081,-99.99,-99.99,-99.99,-99.99,
932,OGLE-BLG-LPV-061984,BLG194.8,131422.0,LPV,SRV,17.838967,-29.580470000000002,BUL_SC5_187220,-99.99,-99.99,-99.99,      ,14.975,-99.99,127.19,-99.99,-99.99,0.127,-99.99,-99.99,-99.99,-99.99,441.9,-99.99,-99.99,0.145,-99.99,-99.99,-99.99,-99.99,311.1,-99.99,-99.99,0.075,-99.99,-99.99,-99.99,-99.99,
933,OGLE-BLG-LPV-061988,BLG194.5,58786.0,LPV,SRV,17.838975,-29.12967,-99.99,-99.99,-99.99,-99.99,      ,15.798,-99.99,298.5,-99.99,-99.99,0.365,-99.99,-99.99,-99.99,-99.99,474.6,-99.99,-99.99,0.11599999999999999,-99.99,-99.99,-99.99,-99.99,168.44,-99.99,-99.99,0.127,-99.99,-99.99,-99.99,-99.99,
934,OGLE-BLG-LPV-061991,BLG194.5,21511.0,LPV,SRV,17.838978,-29.202640000000002,-99.99,-99.99,-99.99,-99.99,      ,17.706,-99.99,81.49,-99.99,-99.99,0.114,-99.99,-99.99,-99.99,-99.99,128.57,-99.99,-99.99,0.08900000000000001,-99.99,-99.99,-99.99,-99.99,141.72,-99.99,-99.99,0.083,-99.99,-99.99,-99.99,-99.99,
935,OGLE-BLG-LPV-061992,BLG194.7,41963.0,LPV,Mira,17.838981,-29.49989,BUL_SC5_194743,-99.99,-99.99,-99.99,      ,15.302,-99.99,363.9,-99.99,-99.99,2.69,-99.99,-99.99,-99.99,-99.99,72.84,-99.99,-99.99,0.221,-99.99,-99.99,-99.99,-99.99,212.5,-99.99,-99.99,0.18,-99.99,-99.99,-99.99,-99.99,
936,OGLE-BLG-RRLYR-04030,BLG194.7,100587.0,RRLyr,RRab,17.838997,-29.43614,-99.99,-99.99,-99.99,-99.99,-99.99,17.805,-99.99,0.98982472,1.29e-06,5000.860720000001,0.40399999999999997,0.34700000000000003,5.2010000000000005,0.121,3.725,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
937,OGLE-BLG-LPV-062006,BLG194.7,10914.0,LPV,OSARG,17.838997,-29.55353,BUL_SC5_187246,-99.99,-99.99,-99.99,      ,15.095999999999998,21.246,631.7,-99.99,-99.99,0.122,-99.99,-99.99,-99.99,-99.99,79.63,-99.99,-99.99,0.073,-99.99,-99.99,-99.99,-99.99,1558.0,-99.99,-99.99,0.099,-99.99,-99.99,-99.99,-99.99,
938,OGLE-BLG-LPV-062007,BLG194.7,99940.0,LPV,SRV,17.838997,-29.41375,-99.99,-99.99,-99.99,-99.99,      ,14.690999999999999,-99.99,98.36,-99.99,-99.99,0.077,-99.99,-99.99,-99.99,-99.99,87.75,-99.99,-99.99,0.075,-99.99,-99.99,-99.99,-99.99,92.87,-99.99,-99.99,0.073,-99.99,-99.99,-99.99,-99.99,
939,OGLE-BLG-LPV-062028,BLG194.6,63431.0,LPV,OSARG,17.839032999999997,-29.29767,-99.99,-99.99,-99.99,-99.99,      ,15.120999999999999,21.36,43.015,-99.99,-99.99,0.049,-99.99,-99.99,-99.99,-99.99,61.28,-99.99,-99.99,0.052000000000000005,-99.99,-99.99,-99.99,-99.99,348.2,-99.99,-99.99,0.062,-99.99,-99.99,-99.99,-99.99,
940,OGLE-BLG-LPV-062029,BLG194.7,10981.0,LPV,OSARG,17.839036,-29.542559999999998,BUL_SC5_187381,-99.99,-99.99,-99.99,      ,15.91,21.197,14.722000000000001,-99.99,-99.99,0.004,-99.99,-99.99,-99.99,-99.99,122.82,-99.99,-99.99,0.011000000000000001,-99.99,-99.99,-99.99,-99.99,14.655,-99.99,-99.99,0.006,-99.99,-99.99,-99.99,-99.99,
941,OGLE-BLG-LPV-062030,BLG194.7,14819.0,LPV,OSARG,17.839036,-29.526640000000004,BUL_SC5_194487,-99.99,-99.99,-99.99,      ,15.694,-99.99,27.011999999999997,-99.99,-99.99,0.037000000000000005,-99.99,-99.99,-99.99,-99.99,36.552,-99.99,-99.99,0.03,-99.99,-99.99,-99.99,-99.99,38.141999999999996,-99.99,-99.99,0.023,-99.99,-99.99,-99.99,-99.99,
942,OGLE-BLG-LPV-062036,BLG194.8,136931.0,LPV,Mira,17.839044,-29.58908,BUL_SC5_187439,-99.99,-99.99,-99.99,      ,16.334,-99.99,351.9,-99.99,-99.99,1.278,-99.99,-99.99,-99.99,-99.99,260.4,-99.99,-99.99,0.23600000000000002,-99.99,-99.99,-99.99,-99.99,116.93,-99.99,-99.99,0.09,-99.99,-99.99,-99.99,-99.99,
943,OGLE-BLG-LPV-062045,BLG194.8,136833.0,LPV,OSARG,17.839053,-29.57228,BUL_SC5_187310,-99.99,-99.99,-99.99,      ,15.462,-99.99,13.985999999999999,-99.99,-99.99,0.011000000000000001,-99.99,-99.99,-99.99,-99.99,18.087,-99.99,-99.99,0.019,-99.99,-99.99,-99.99,-99.99,24.090999999999998,-99.99,-99.99,0.016,-99.99,-99.99,-99.99,-99.99,
944,OGLE-BLG-LPV-062058,BLG194.8,96475.0,LPV,OSARG,17.839078,-29.616359999999997,BUL_SC5_179904,-99.99,-99.99,-99.99,      ,14.782,20.544,24.698,-99.99,-99.99,0.013999999999999999,-99.99,-99.99,-99.99,-99.99,35.138000000000005,-99.99,-99.99,0.027999999999999997,-99.99,-99.99,-99.99,-99.99,25.601999999999997,-99.99,-99.99,0.021,-99.99,-99.99,-99.99,-99.99,
945,OGLE-BLG-LPV-062061,BLG194.6,38439.0,LPV,SRV,17.839081,-29.36028,-99.99,-99.99,-99.99,-99.99,      ,15.647,-99.99,176.24,-99.99,-99.99,0.157,-99.99,-99.99,-99.99,-99.99,2000.0,-99.99,-99.99,0.113,-99.99,-99.99,-99.99,-99.99,595.6,-99.99,-99.99,0.068,-99.99,-99.99,-99.99,-99.99,
946,OGLE-BLG-LPV-062067,BLG194.8,136836.0,LPV,OSARG,17.839083,-29.567890000000002,BUL_SC5_187319,-99.99,-99.99,-99.99,      ,15.360999999999999,20.009,9.5999,-99.99,-99.99,0.004,-99.99,-99.99,-99.99,-99.99,106.99,-99.99,-99.99,0.004,-99.99,-99.99,-99.99,-99.99,8.267999999999999,-99.99,-99.99,0.003,-99.99,-99.99,-99.99,-99.99,
947,OGLE-BLG-LPV-062073,BLG194.6,63432.0,LPV,OSARG,17.839089,-29.30592,-99.99,-99.99,-99.99,-99.99,      ,15.287,-99.99,22.699,-99.99,-99.99,0.013000000000000001,-99.99,-99.99,-99.99,-99.99,21.134,-99.99,-99.99,0.012,-99.99,-99.99,-99.99,-99.99,67.81,-99.99,-99.99,0.013999999999999999,-99.99,-99.99,-99.99,-99.99,
948,OGLE-BLG-LPV-062076,BLG194.7,76502.0,LPV,OSARG,17.839103,-29.479940000000003,BUL_SC5_194467,-99.99,-99.99,-99.99,      ,15.172,21.502,46.406000000000006,-99.99,-99.99,0.018000000000000002,-99.99,-99.99,-99.99,-99.99,72.68,-99.99,-99.99,0.040999999999999995,-99.99,-99.99,-99.99,-99.99,43.233999999999995,-99.99,-99.99,0.037000000000000005,-99.99,-99.99,-99.99,-99.99,
949,OGLE-BLG-LPV-062083,BLG194.5,23384.0,LPV,Mira,17.839114000000002,-29.205140000000004,-99.99,-99.99,-99.99,-99.99,      ,15.975999999999999,-99.99,273.6,-99.99,-99.99,1.755,-99.99,-99.99,-99.99,-99.99,177.27,-99.99,-99.99,0.157,-99.99,-99.99,-99.99,-99.99,230.9,-99.99,-99.99,0.17800000000000002,-99.99,-99.99,-99.99,-99.99,
950,OGLE-BLG-LPV-062090,BLG194.5,6536.0,LPV,SRV,17.839128,-29.239079999999998,-99.99,-99.99,-99.99,-99.99,      ,18.3,-99.99,161.19,-99.99,-99.99,0.318,-99.99,-99.99,-99.99,-99.99,180.77,-99.99,-99.99,0.266,-99.99,-99.99,-99.99,-99.99,85.01,-99.99,-99.99,0.158,-99.99,-99.99,-99.99,-99.99,
951,OGLE-BLG-LPV-062097,BLG194.7,45866.0,LPV,OSARG,17.839144,-29.488559999999996,BUL_SC5_194564,-99.99,-99.99,-99.99,      ,15.390999999999998,-99.99,855.7,-99.99,-99.99,0.251,-99.99,-99.99,-99.99,-99.99,90.03,-99.99,-99.99,0.149,-99.99,-99.99,-99.99,-99.99,142.61,-99.99,-99.99,0.11599999999999999,-99.99,-99.99,-99.99,-99.99,
952,OGLE-BLG-LPV-062100,BLG194.8,136838.0,LPV,OSARG,17.83915,-29.57194,BUL_SC5_187315,-99.99,-99.99,-99.99,      ,15.767000000000001,21.851999999999997,12.402999999999999,-99.99,-99.99,0.004,-99.99,-99.99,-99.99,-99.99,10.062000000000001,-99.99,-99.99,0.011000000000000001,-99.99,-99.99,-99.99,-99.99,163.05,-99.99,-99.99,0.013000000000000001,-99.99,-99.99,-99.99,-99.99,
